,genus,line,kingdom,phylum,class,order,family
1020,g__Coxiella,4306745.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae
1021,g__Terrimonas,1139250.0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae
1022,g__Isosphaera,20269.0,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae
1023,g__Desulfonatronovibrio,289279.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfohalobiaceae
1024,g__Ferroplasma,143985.0,k__Archaea, p__Euryarchaeota, c__Thermoplasmata, o__Thermoplasmatales, f__Picrophilaceae
1025,g__Halosimplex,106491.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1026,g__nsmpVI18,145763.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae
1027,g__Shimazuella,563682.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae
1028,g__Saccharospirillum,587321.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Saccharospirillaceae
1029,g__Trueperella,12595.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae
1030,g__Dinoroseobacter,188142.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
1031,g__Arenimonas,1109310.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae
1032,g__Maricaulis,559951.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Hyphomonadaceae
1033,g__Desulfuromonas,627838.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Desulfuromonadaceae
1034,g__Thermogemmatispora,614917.0,k__Bacteria, p__Chloroflexi, c__Ktedonobacteria, o__Thermogemmatisporales, f__Thermogemmatisporaceae
1035,g__SC103,3327295.0,k__Bacteria, p__Thermotogae, c__Thermotogae, o__Thermotogales, f__Thermotogaceae
1036,g__Collimonas,4332373.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae
1037,g__Aneurinibacillus,174619.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae
1038,g__Wautersiella,1140350.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae]
1039,g__Propionispora,150194.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae
1040,g__Pilimelia,200014.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micromonosporaceae
1041,g__Candidatus Entotheonella,3420095.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__[Entotheonellales], f__[Entotheonellaceae]
1042,g__Thiobacter,573240.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__Thiobacteraceae
1043,g__Lentibacillus,672668.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae
1044,g__Prauseria,766443.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiopsaceae
1045,g__Neptunomonas,804961.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Oceanospirillaceae
1046,g__Kouleothrix,113942.0,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__[Roseiflexales], f__[Kouleothrixaceae]
1047,g__Denitrobacter,1115765.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae
1048,g__209ZB06,356619.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1049,g__Geotoga,4393600.0,k__Bacteria, p__Thermotogae, c__Thermotogae, o__Thermotogales, f__Thermotogaceae
1050,g__Chthonomonas,1118499.0,k__Bacteria, p__Armatimonadetes, c__Chthonomonadetes, o__Chthonomonadales, f__Chthonomonadaceae
1051,g__Ureaplasma,258477.0,k__Bacteria, p__Tenericutes, c__Mollicutes, o__Mycoplasmatales, f__Mycoplasmataceae
1052,g__Macrococcus,3119708.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae
1053,g__Blastococcus,4410155.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Geodermatophilaceae
1054,g__Candidatus Magnetobacterium,661679.0,k__Bacteria, p__Nitrospirae, c__Nitrospira, o__Nitrospirales, f__[Thermodesulfovibrionaceae]
1055,g__Candidatus Microthrix,12524.0,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__Microthrixaceae
1056,g__Swaminathania,1104867.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Acetobacteraceae
1057,g__Aurantimonas,151248.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae
1058,g__Caldithrix,101254.0,k__Bacteria, p__Caldithrix, c__Caldithrixae, o__Caldithrixales, f__Caldithrixaceae
1059,g__Xenococcus,536983.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Xenococcaceae
1060,g__Natronomonas,140276.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1061,g__ML110J-20,4355489.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Saccharospirillaceae
1062,g__Natranaerobius,617089.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Natranaerobiaceae
1063,g__Giesbergeria,769631.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
1064,g__Pelagicoccus,1108741.0,k__Bacteria, p__Verrucomicrobia, c__Opitutae, o__[Pelagicoccales], f__[Pelagicoccaceae]
1065,g__Zhouia,1125096.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
1066,g__Pectinatus,1129895.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae
1067,g__Nitrosospira,40900.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Nitrosomonadales, f__Nitrosomonadaceae
1068,g__Niastella,351981.0,k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae
1069,g__Thermoactinomyces,1048474.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae
1070,g__Thermocladium,4418536.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Thermoproteales, f__Thermoproteaceae
1071,g__Wohlfahrtiimonas,1123240.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae
1072,g__Arsenophonus,85254.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae
1073,g__K82,654620.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
1074,g__Neorickettsia,17901.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rickettsiales, f__Anaplasmataceae
1075,g__Blastochloris,818057.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae
1076,g__Marinitoga,110126.0,k__Bacteria, p__Thermotogae, c__Thermotogae, o__Thermotogales, f__Thermotogaceae
1077,g__ND137,38752.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae
1078,g__Acidimicrobium,4318834.0,k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__Acidimicrobiaceae
1079,g__Methyloversatilis,1116888.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
1080,g__Methylobacillus,42693.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Methylophilales, f__Methylophilaceae
1081,g__Azohydromonas,140904.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
1082,g__Parapedobacter,547664.0,k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae
1083,g__Planifilum,743263.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae
1084,g__Mitsuaria,109619.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
1085,g__Vulcanithermus,304006.0,k__Bacteria, p__[Thermi], c__Deinococci, o__Thermales, f__Thermaceae
1086,g__Novispirillum,4363419.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae
1087,g__Desulfuromusa,18366.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfuromonadales, f__Desulfuromonadaceae
1088,g__Oscillochloris,1117622.0,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__Chloroflexales, f__Oscillochloridaceae
1089,g__Sagittula,4165501.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
1090,g__Hydrocoleum,827723.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae
1091,g__Laceyella,559489.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Thermoactinomycetaceae
1092,g__OR-59,224503.0,k__Bacteria, p__Verrucomicrobia, c__[Spartobacteria], o__[Chthoniobacterales], f__[Chthoniobacteraceae]
1093,g__Bibersteinia,3562528.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae
1094,g__Kytococcus,584948.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae
1095,g__Haliangium,180118.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Haliangiaceae
1096,g__Methanosphaera,565174.0,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae
1097,g__Natroniella,837898.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Halanaerobiales, f__Halobacteroidaceae
1098,g__Methylomicrobium,811349.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Methylococcales, f__Methylococcaceae
1099,g__Actinokineospora,1136392.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinosynnemataceae
1100,g__Candidatus Contubernalis,2795133.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Natranaerobiales, f__Contubernalisaceae
1101,g__Halopelagius,464512.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1102,g__Corallococcus,820440.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Myxococcales, f__Myxococcaceae
1103,g__W5,556688.0,k__Bacteria, p__WWE1, c__[Cloacamonae], o__[Cloacamonales], f__[Cloacamonaceae]
1104,g__Aeropyrum,157150.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Desulfurococcales, f__Desulfurococcaceae
1105,g__Desulfofaba,594000.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfobacterales, f__Desulfobacteraceae
1106,g__E6,337943.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__TTA_B6
1107,g__Spironema,37803.0,k__Bacteria, p__Spirochaetes, c__Spirochaetes, o__[Borreliales], f__[Borreliaceae]
1108,g__Turneriella,4017244.0,k__Bacteria, p__Spirochaetes, c__[Leptospirae], o__[Leptospirales], f__Leptospiraceae
1109,g__Anaeromusa,359690.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae
1110,g__Brumimicrobium,154337.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae
1111,g__Halostagnicola,245418.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1112,g__Desulfacinum,73225.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Syntrophobacterales, f__Syntrophobacteraceae
1113,g__BE24,327953.0,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__p-2534-18B5
1114,g__Cytophaga,163628.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae
1115,g__Candidatus Acetothermum,807275.0,k__Bacteria, p__OP1, c__[Acetothermia], o__[Acetothermales], f__[Acetothermaceae]
1116,g__Thiorhodococcus,329436.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae
1117,g__Aquitalea,2912622.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae
1118,g__Candidatus Caldiarchaeum,822059.0,k__Archaea, p__Crenarchaeota, c__Aigarchaeota, o__[Caldiarchales], f__[Caldiarchaceae]
1119,g__Halogranum,3389207.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1120,g__Chloronema,1116083.0,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__Chloroflexales, f__Chloroflexaceae
1121,g__PW3,335063.0,k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Rikenellaceae
1122,g__Lutimonas,213034.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
1123,g__Antarctobacter,4401396.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
1124,g__Aquifex,1187.0,k__Bacteria, p__Aquificae, c__Aquificae, o__Aquificales, f__Aquificaceae
1125,g__Palaeococcus,58788.0,k__Archaea, p__Euryarchaeota, c__Thermococci, o__Thermococcales, f__Thermococcaceae
1126,g__Thermoplasma,46145.0,k__Archaea, p__Euryarchaeota, c__Thermoplasmata, o__Thermoplasmatales, f__Picrophilaceae
1127,g__Saccharomonospora,542752.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae
1128,g__Candidatus Ancillula,4467661.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae
1129,g__Crocosphaera,271092.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Chroococcales, f__Cyanobacteriaceae
1130,g__Rhodospirillum,325480.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae
1131,g__Tetrasphaera,29284.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae
1132,g__Thermovenabulum,4435249.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__Thermoanaerobacterales Family III. Incertae Sedis
1133,g__Kurthia,183736.0,k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae
1134,g__Persicobacter,644348.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Flammeovirgaceae
1135,g__Mesoplasma,129089.0,k__Bacteria, p__Tenericutes, c__Mollicutes, o__Entomoplasmatales, f__Entomoplasmataceae
1136,g__Candidatus Jettenia,810016.0,k__Bacteria, p__Planctomycetes, c__[Brocadiae], o__Brocadiales, f__Brocadiaceae
1137,g__Tetrathiobacter,107760.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae
1138,g__Carboxydocella,187815.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__Carboxydocellaceae
1139,g__Rarobacter,573103.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Rarobacteraceae
1140,g__Thermovirga,1139569.0,k__Bacteria, p__Synergistetes, c__Synergistia, o__Synergistales, f__Thermovirgaceae
1141,g__ArcF12,136097.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1142,g__Oceanospirillum,4421705.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Oceanospirillaceae
1143,g__N09,109194.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae
1144,g__Thiohalorhabdus,256882.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Thiohalorhabdales, f__Thiohalorhabdaceae
1145,g__Edwardsiella,4441228.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae
1146,g__Denitratisoma,3901954.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae
1147,g__Actinocorallia,1145601.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Thermomonosporaceae
1148,g__Deefgea,1134737.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae
1149,g__Thermohalobacter,662961.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae
1150,g__Scardovia,610749.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae
1151,g__Citromicrobium,160563.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Erythrobacteraceae
1152,g__Candidatus Hamiltonella,431766.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae
1153,g__Rudanella,162617.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae
1154,g__Arthrospira,568154.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Caulobacterales, f__Caulobacteraceae
1155,g__Geitlerinema,25443.0,k__Bacteria, p__Cyanobacteria, c__Oscillatoriophycideae, o__Oscillatoriales, f__Phormidiaceae
1156,g__Weeksella,544536.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__[Weeksellaceae]
1157,g__Desulfurispirillum,539552.0,k__Bacteria, p__Chrysiogenetes, c__Chrysiogenetes, o__Chrysiogenales, f__Chrysiogenaceae
1158,g__Anaerobiospirillum,587570.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae
1159,g__Algibacter,3410494.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
1160,g__Candidatus Methylomirabilis,659178.0,k__Bacteria, p__NC10, c__12-24, o__Methylomirabiliales, f__Methylomirabiliaceae
1161,g__Mannheimia,163465.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae
1162,g__Thiococcus,7470.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae
1163,g__LP2A,511517.0,k__Bacteria, p__Verrucomicrobia, c__[Methylacidiphilae], o__Methylacidiphilales, f__Methylacidiphilaceae
1164,g__Chlorobium,2700.0,k__Bacteria, p__Chlorobi, c__Chlorobia, o__Chlorobiales, f__Chlorobiaceae
1165,g__Thermodesulfatator,273276.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Thermodesulfobacteriales, f__Thermodesulfobacteriaceae
1166,g__Singulisphaera,1148252.0,k__Bacteria, p__Planctomycetes, c__Planctomycetia, o__Gemmatales, f__Isosphaeraceae
1167,g__Alkalibacter,4434068.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Eubacteriaceae
1168,g__GA41,565363.0,k__Archaea, p__Euryarchaeota, c__Halobacteria, o__Halobacteriales, f__Halobacteriaceae
1169,g__Gloeotrichia,178178.0,k__Bacteria, p__Cyanobacteria, c__Nostocophycideae, o__Nostocales, f__Nostocaceae
1170,g__Thermodesulfobium,4362317.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__Thermodesulfobiaceae
1171,g__Methanothermobacter,162275.0,k__Archaea, p__Euryarchaeota, c__Methanobacteria, o__Methanobacteriales, f__Methanobacteriaceae
1172,g__Candidatus Nitrosocaldus,39230.0,k__Archaea, p__Crenarchaeota, c__Thaumarchaeota, o__Nitrosocaldales, f__Nitrosocaldaceae
1173,g__Vulcanisaeta,559851.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Thermoproteales, f__Thermoproteaceae
1174,g__Bombiscardovia,4330340.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Bifidobacteriales, f__Bifidobacteriaceae
1175,g__Caldisericum,254219.0,k__Bacteria, p__Caldiserica, c__Caldisericia, o__Caldisericales, f__Caldisericaceae
1176,g__Ancylobacter,241518.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Xanthobacteraceae
1177,g__Deinobacterium,4409498.0,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae
1178,g__Oleomonas,4392327.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae
1179,g__Pelodictyon,2695.0,k__Bacteria, p__Chlorobi, c__Chlorobia, o__Chlorobiales, f__Chlorobiaceae
1180,g__Xenophilus,108723.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae
1181,g__Trichormus,108007.0,k__Bacteria, p__Cyanobacteria, c__Nostocophycideae, o__Nostocales, f__Nostocaceae
1182,g__Shimia,362713.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae
1183,g__Oceanithermus,4477597.0,k__Bacteria, p__[Thermi], c__Deinococci, o__Thermales, f__Thermaceae
1184,g__Arsenicicoccus,2896104.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Intrasporangiaceae
1185,g__Fulvimarina,3200097.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Aurantimonadaceae
1186,g__Candidatus Chlorothrix,101617.0,k__Bacteria, p__Chloroflexi, c__Chloroflexi, o__Chloroflexales, f__[Chlorothrixaceae]
1187,g__Entomoplasma,590934.0,k__Bacteria, p__Tenericutes, c__Mollicutes, o__Entomoplasmatales, f__Entomoplasmataceae
1188,g__Chlamydia,2534710.0,k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Chlamydiaceae
1189,g__Acetohalobium,14306.0,k__Bacteria, p__Firmicutes, c__Clostridia, o__Halanaerobiales, f__Halobacteroidaceae
1190,g__Aquimonas,99205.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae
1191,g__Formosa,4343760.0,k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae
1192,g__Desulfonauticus,572163.0,k__Bacteria, p__Proteobacteria, c__Deltaproteobacteria, o__Desulfovibrionales, f__Desulfohalobiaceae
1193,g__Ignicoccus,252944.0,k__Archaea, p__Crenarchaeota, c__Thermoprotei, o__Desulfurococcales, f__Desulfurococcaceae
1194,g__Renibacterium,12394.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae
1195,g__Chelatococcus,1129996.0,k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Beijerinckiaceae
1196,g__Microvirgula,6367.0,k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Neisseriales, f__Neisseriaceae
1197,g__Mobiluncus,893214.0,k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae
1198,g__Candidatus Korarchaeum,305952.0,k__Archaea, p__Crenarchaeota, c__Korarchaeota, o__Korarchaeotales, f__Korarchaeotaceae
1199,g__Geovibrio,128152.0,k__Bacteria, p__Deferribacteres, c__Deferribacteres, o__Deferribacterales, f__Deferribacteraceae
1200,g__Chloroherpeton,347501.0,k__Bacteria, p__Chlorobi, c__Chlorobia, o__[Chloroherpetales], f__[Chloroherpetaceae]
1201,g__R18-435,139164.0,k__Bacteria, p__[Thermi], c__Deinococci, o__Deinococcales, f__Deinococcaceae
1202,g__Microscilla,188038.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae
1203,g__Ucs1325,809056.0,k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__[Amoebophilaceae]
1204,g__Methylonatrum,244283.0,k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Ectothiorhodospiraceae
